iter	Logloss
157	0.4281376406
158	0.4277562064
159	0.4274402863
160	0.4270779974
161	0.4268031774
162	0.4265217601
163	0.4262659822
164	0.4259022123
165	0.4257068278
166	0.4254382908
167	0.4251939838
168	0.4248072764
169	0.4246048279
170	0.4242987812
171	0.4240396283
172	0.4238407208
173	0.4234345225
174	0.4231316128
175	0.422857448
176	0.4225975367
177	0.4223651361
178	0.4219665312
179	0.4217774567
180	0.4213492946
181	0.4210485167
182	0.4208746471
183	0.420720219
184	0.4204312038
185	0.4201164954
186	0.4198285932
187	0.4195333892
188	0.4192076765
189	0.4189881562
190	0.4188103642
191	0.4185304773
192	0.4181146255
193	0.4178098309
194	0.4174905763
195	0.417174553
196	0.4167806694
197	0.4164640671
198	0.4162176419
199	0.4159363279
200	0.415677211
201	0.4154029878
202	0.4151050462
203	0.4148480071
204	0.4145416642
205	0.4143697648
206	0.4141769025
207	0.4139493488
208	0.4136574344
209	0.4133873087
210	0.4131651854
211	0.4129479
212	0.4126869071
213	0.4124457552
214	0.4121717744
215	0.411838558
216	0.4116178618
217	0.4112848115
218	0.4110549914
219	0.4108456855
220	0.4105060918
221	0.4101770581
222	0.4098850091
223	0.409681156
224	0.4093954708
225	0.4091348549
226	0.4089545317
227	0.4087352402
228	0.4084933792
229	0.4081371265
230	0.4078512797
231	0.4075944785
232	0.4073382563
233	0.4069751865
234	0.4068076538
235	0.4065157618
236	0.4061632834
237	0.4059628007
238	0.4057189964
239	0.405432445
240	0.4052244855
241	0.4050200848
242	0.4048183544
243	0.4045461463
244	0.404330324
245	0.4041159333
246	0.4039281827
247	0.403735105
248	0.4034031811
249	0.4031150006
250	0.4028976838
251	0.4027085195
252	0.4024920464
253	0.4021758391
254	0.4019539582
255	0.401748458
256	0.4016060529
257	0.4014500227
258	0.4012298875
259	0.4010375099
260	0.4009340462
261	0.4006612277
262	0.400439082
263	0.4002637134
264	0.4000574054
265	0.3997454661
266	0.3995606236
267	0.3994340967
268	0.3993124077
269	0.3991442333
270	0.3989155846
271	0.3986912981
272	0.398485771
273	0.398275361
274	0.3980746943
275	0.3979165996
276	0.3977394224
277	0.3974880875
278	0.3972299893
279	0.3970000795
280	0.396852832
281	0.3966064472
282	0.3963364876
283	0.396072241
284	0.3958589767
285	0.3956730706
286	0.3954845526
287	0.3952315033
288	0.3949905982
289	0.3948101763
290	0.394634866
291	0.3943723293
292	0.3941728115
293	0.3939002668
294	0.3936468584
295	0.3933848648
296	0.3931898258
297	0.3929562898
298	0.3927451035
299	0.3925731547
300	0.3923484868
301	0.3921366856
302	0.3919210787
303	0.3917178897
304	0.3914725685
305	0.39119813
306	0.3910533374
307	0.3909013193
308	0.3907204127
309	0.3905549265
310	0.3903310215
311	0.390045978
312	0.3898096191
313	0.3895261285
314	0.3892993288
315	0.389098671
316	0.3888490684
317	0.3886580057
318	0.3884656146
319	0.3882236279
320	0.3880905218
321	0.3878848286
322	0.3877029347
323	0.3874054823
324	0.3872095502
325	0.3870249815
326	0.3868061613
327	0.386559579
328	0.3863798617
329	0.3861833732
330	0.3859652037
331	0.3858321559
332	0.3856217594
333	0.3854193244
334	0.3852387499
335	0.3849737673
336	0.3847549785
337	0.3845604781
338	0.3843348228
339	0.3841159802
340	0.3839503054
341	0.3836293544
342	0.3833512313
343	0.3831175068
344	0.3828243627
345	0.3825782696
346	0.3822731564
347	0.3820304202
348	0.3818202481
349	0.3815717001
350	0.3812978585
351	0.3809658493
352	0.3807038108
353	0.3804931046
354	0.3801581155
355	0.3799120807
356	0.3797094079
357	0.3795014035
358	0.3793086399
359	0.3791191794
360	0.3788780858
361	0.3786917264
362	0.378398156
363	0.3782111549
364	0.3779636346
365	0.3778172039
366	0.3775888649
367	0.3774203942
368	0.3772536783
369	0.3769872731
370	0.376769117
371	0.3764934578
372	0.3762345473
373	0.3759906846
374	0.3757819262
375	0.3755235453
376	0.3752655952
377	0.3750494094
378	0.3748463685
379	0.3746265295
380	0.374353913
381	0.374066877
382	0.3738160716
383	0.3736106746
384	0.3733270404
385	0.3730669092
386	0.372798619
387	0.3725038907
388	0.3722359416
389	0.3720466516
390	0.3718040277
391	0.3715025765
392	0.371314772
393	0.3711159139
394	0.3708658041
395	0.3705657532
396	0.3702696875
397	0.3700229302
398	0.3697875497
399	0.3695012586
400	0.369265528
401	0.3690705833
402	0.3688066599
403	0.3685005593
404	0.3682729922
405	0.3680447743
406	0.3677724316
407	0.3675193643
408	0.3672314127
409	0.3669830711
410	0.3667879155
411	0.3665277125
412	0.3663021021
413	0.366005812
414	0.3656938413
415	0.3653536462
416	0.3650293652
417	0.364671618
418	0.3644312605
419	0.3641357154
420	0.3638723394
421	0.3636332115
422	0.3633895553
423	0.3631038387
424	0.3628329096
425	0.3625479829
426	0.3622358506
427	0.3620658091
428	0.3618636973
429	0.3616495579
430	0.3613237421
431	0.3611006897
432	0.3609043314
433	0.3607092431
434	0.3604197117
435	0.3602222359
436	0.3599597216
437	0.3597873824
438	0.3595144652
439	0.3592877732
440	0.3589944631
441	0.3587403636
442	0.3585123208
443	0.3582082397
444	0.3579872159
445	0.3576844812
446	0.3574406411
447	0.3572502516
448	0.3570421753
449	0.3567808907
450	0.3565268675
451	0.3562959794
452	0.3560841154
453	0.3558721077
454	0.3555855429
455	0.3552968014
456	0.3550241311
457	0.3547490238
458	0.3544745942
459	0.3541512826
460	0.3538751072
461	0.3536633284
462	0.3533754307
463	0.3531076656
464	0.3528689775
465	0.3526245045
466	0.3523721643
467	0.3521517284
468	0.3519399856
469	0.3516819951
470	0.3514929834
471	0.3512915268
472	0.3510966359
473	0.3508908979
474	0.3506231059
475	0.350396746
476	0.3501603287
477	0.3499002783
478	0.3496211364
479	0.3493946554
480	0.3491252836
481	0.3489025545
482	0.3486525524
483	0.3484758913
484	0.3482734609
485	0.3480950316
486	0.347895599
487	0.347648532
488	0.3473689324
489	0.3471321561
490	0.3469583808
491	0.3467752572
492	0.3465858819
493	0.3462904401
494	0.3460577074
495	0.3458662453
496	0.3456296934
497	0.3453914676
498	0.3451901187
499	0.3449953625
500	0.3447593267
501	0.3445695431
502	0.3443524328
503	0.3441246816
504	0.3439165246
505	0.3436416731
506	0.3434281217
507	0.3432217239
508	0.3429568266
509	0.3426813109
510	0.3424911458
511	0.3422861303
512	0.3420322058
513	0.3418036738
514	0.3415755637
515	0.3413689011
516	0.3411607351
517	0.3409100464
518	0.3406823536
519	0.3404813368
520	0.340238466
521	0.3399649071
522	0.3397731488
523	0.3395730879
524	0.3393083162
525	0.3391155796
526	0.3388689165
527	0.3387004683
528	0.3385157021
529	0.3382950553
530	0.3381165677
531	0.3378476268
532	0.3376378361
533	0.3374371784
534	0.3372704445
535	0.3370843724
536	0.3368548396
537	0.3366585171
538	0.3364210452
539	0.3361979525
540	0.3360336242
541	0.3357703245
542	0.3355865457
543	0.335428083
544	0.3352447843
545	0.3350501897
546	0.334839874
547	0.3346364472
548	0.3344267419
549	0.3342067503
550	0.3340543687
551	0.3338570409
552	0.3336792041
553	0.3334552721
554	0.3332451135
555	0.3329930201
556	0.3328240962
557	0.332652659
558	0.3324258773
559	0.3322716601
560	0.3320155231
561	0.3318580971
562	0.3316602263
563	0.3314157175
564	0.3312133453
565	0.3310322637
566	0.330767501
567	0.3305288847
568	0.3302951602
569	0.3300825288
570	0.3299068147
571	0.3297550793
572	0.3295384402
573	0.3293584177
574	0.329153676
575	0.3289566265
576	0.32871214
577	0.3285023225
578	0.328367309
579	0.3281276739
580	0.327983375
581	0.3278402744
582	0.3276531386
583	0.3274387389
584	0.3272651835
585	0.3270302652
586	0.3268678846
587	0.3266973226
588	0.3265323973
589	0.3262718487
590	0.3261150421
591	0.3259297778
592	0.3256678065
593	0.3254723143
594	0.3252783973
595	0.3250781076
596	0.3248871616
597	0.3246977056
598	0.3245126118
599	0.3243583139
600	0.3241758814
601	0.3239428031
602	0.3238007482
603	0.3235800475
604	0.3233993653
605	0.3231971054
606	0.3229675322
607	0.322791091
608	0.3226448174
609	0.3224784964
610	0.322252545
611	0.3220949439
612	0.3219530146
613	0.3218117809
614	0.3216656285
615	0.3214698535
616	0.321253753
617	0.3210620934
618	0.3208897542
619	0.3206800354
620	0.3205545272
621	0.320390724
622	0.3201620708
623	0.3199279828
624	0.3197912639
625	0.319630656
626	0.319459506
627	0.3192366916
628	0.3190174674
629	0.3188863674
630	0.3187272809
631	0.3185389782
632	0.3182663573
633	0.3180505843
634	0.3178479698
635	0.3176684163
636	0.3175199167
637	0.3172741266
638	0.3170827901
639	0.3168904888
640	0.3166968142
641	0.3165137691
642	0.3163706325
643	0.3162467378
644	0.3160137493
645	0.3157911054
646	0.3156645471
647	0.3154765676
648	0.3153001937
649	0.3151358362
650	0.3149572341
651	0.3147840333
652	0.3146200931
653	0.3144496276
654	0.3142143817
655	0.3140513728
656	0.3138579652
657	0.313677375
658	0.3134397011
659	0.313229547
660	0.3130718719
661	0.3128649424
662	0.3127227168
663	0.3125120466
664	0.3122735448
665	0.3120844814
666	0.3119720779
667	0.3117972793
668	0.3116199361
669	0.3114445922
670	0.3112737856
671	0.311070581
672	0.3109131685
673	0.3107516607
674	0.3106123434
675	0.3104198513
676	0.3102294416
677	0.3100479202
678	0.3099114571
679	0.3096896928
680	0.3095122262
681	0.3093435581
682	0.3091657593
683	0.3089886495
684	0.3087721921
685	0.3085772542
686	0.3083824194
687	0.3082201375
688	0.3080689879
689	0.3079038584
690	0.3076804044
691	0.3074923285
692	0.3073362309
693	0.3071396077
694	0.306940606
695	0.3067019134
696	0.3065602937
697	0.3063440697
698	0.3061479627
699	0.3059630417
700	0.3057681172
701	0.3055576556
702	0.3053696111
703	0.305185637
704	0.3049532095
705	0.3047624924
706	0.304571589
707	0.3043661988
708	0.3042346859
709	0.304067391
710	0.3039464986
711	0.3037360079
712	0.3035758802
713	0.3034077327
714	0.3032295166
715	0.3030612075
716	0.3029275291
717	0.3027426642
718	0.3025642708
719	0.3023891895
720	0.3021985891
721	0.3020050962
722	0.3017822122
723	0.3015972598
724	0.3014065382
725	0.3012293027
726	0.3010475142
727	0.3008625686
728	0.30071016
729	0.3005674521
730	0.300394682
731	0.3002486777
732	0.3000656281
733	0.2998946622
734	0.2997033527
735	0.2995246384
736	0.2993697234
737	0.2992543825
738	0.2990565095
739	0.2988966331
740	0.2987529266
741	0.298614269
742	0.2984682826
743	0.2983023947
744	0.2981646301
745	0.2980387764
746	0.2978869289
747	0.2977347178
748	0.2976002339
749	0.2974632524
750	0.2972750575
751	0.2971083955
752	0.2968997515
753	0.2967114691
754	0.2965741713
755	0.2963604313
756	0.296129045
757	0.2959541903
758	0.2958448206
759	0.2957031897
760	0.2955197205
761	0.295340093
762	0.295209895
763	0.2950515378
764	0.2948574144
765	0.2946526457
766	0.2944749345
767	0.2943620687
768	0.2942059464
769	0.2940033342
770	0.2938135281
771	0.2936437044
772	0.2934613504
773	0.2933032715
774	0.2931350656
775	0.2929458115
776	0.292745073
777	0.2925500116
778	0.2924144304
779	0.2922572737
780	0.2921634298
781	0.2920272045
782	0.2919075037
783	0.2917394235
784	0.2916086443
785	0.2914028636
786	0.2912339015
787	0.2911049916
788	0.2908886105
789	0.2906930532
790	0.2905374089
791	0.2903631578
792	0.2902017511
793	0.2900589377
794	0.2898749501
795	0.2897419876
796	0.2895955906
797	0.2894086501
798	0.2892889111
799	0.2890837116
800	0.2889174063
801	0.2887796709
802	0.2885876164
803	0.2884254983
804	0.2882352323
805	0.2880538298
806	0.2878584138
807	0.2877008353
808	0.2875391772
809	0.2874388214
810	0.2872444152
811	0.2871075191
812	0.2869339704
813	0.2867274245
814	0.286540098
815	0.286398788
816	0.2862350049
817	0.2861053724
818	0.2859292275
819	0.2857908234
820	0.2856090304
